"Time","Distance","Ground Speed","Engine RPM","Throttle Pos","Brake Pos","Clutch Pos","Steered Angle","G Force Lat","G Force Long","Eng Oil Temp","Eng Water Temp","Clutch RPM","Gear","Steering Arm Force","Fuel Level","G Force Vert","Susp Pos FL","Susp Pos FR","Susp Pos RL","Susp Pos RR","Ride Height FL","Ride Height FR","Ride Height RL","Ride Height RR","Brake Temp FL","Brake Temp FR","Brake Temp RL","Brake Temp RR","Tyre Pressure FL","Tyre Pressure FR","Tyre Pressure RL","Tyre Pressure RR","Tyre Load FL","Tyre Load FR","Tyre Load RL","Tyre Load RR","Lat Force FL","Lat Force FR","Lat Force RL","Lat Force RR","Slide Pct FL","Slide Pct FR","Slide Pct RL","Slide Pct RR","Tyre Temp FL Outer","Tyre Temp FL Centre","Tyre Temp FL Inner","Tyre Temp FR Inner","Tyre Temp FR Center","Tyre Temp FR Outer","Tyre Temp RL Outer","Tyre Temp RL Centre","Tyre Temp RL Inner","Tyre Temp RR Inner","Tyre Temp RR Center","Tyre Temp RR Outer","Wheel Rot Speed FL","Wheel Rot Speed FR","Wheel Rot Speed RL","Wheel Rot Speed RR","Tyre Wear FL","Tyre Wear FR","Tyre Wear RL","Tyre Wear RR","Rear Brake Bias","Engine Boost","FL Brake disc","FR Brake disc","RL Brake disc","RR Brake disc","Ambient Temperature","Track Temperature","Front Compound","Rear Compound"
"s","m","km/h","rpm","%","%","%","deg","G","G","C","C","rpm","","N","l","G","mm","mm","mm","mm","mm","mm","mm","mm","C","C","C","C","kPa","kPa","kPa","kPa","N","N","N","N","N","N","N","N","%","%","%","%","C","C","C","C","C","C","C","C","C","C","C","C","rad/s","rad/s","rad/s","rad/s","%","%","%","%","%","","cm","cm","cm","cm","C","C","",""
"88.800","3924","191.3","5839","100.00","0.00","0.00","0.00","2.23","-0.30","61.4","53.0","5839","5","0","16.40","0.11","18.0","26.7","30.2","35.8","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1139","2907","2573","3856","1561","3713","2807","4169","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-196.4","-201.9","-196.1","-196.3","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"88.900","3930","191.8","5856","100.00","0.00","0.00","0.00","2.09","-0.26","61.4","53.0","5856","5","0","16.40","-0.03","19.6","27.7","33.4","39.5","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","991","2507","2485","3719","1363","3260","2766","4107","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-196.9","-202.6","-196.7","-196.9","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"89.000","3935","192.4","5878","100.00","0.00","0.00","0.00","2.03","-0.27","61.4","53.0","5878","5","0","16.40","-0.10","15.3","23.2","30.5","35.9","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1014","2648","2249","3451","1384","3396","2512","3854","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-197.4","-202.8","-197.5","-197.5","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"89.100","3940","192.9","5882","100.00","0.00","0.00","0.00","2.17","-0.26","61.4","53.0","5882","5","0","16.40","0.08","18.2","26.4","29.1","35.2","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1163","2727","2589","3915","1526","3335","2850","4244","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-198.0","-203.7","-197.6","-197.7","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"89.200","3946","193.3","5900","100.00","0.00","0.00","0.00","1.96","-0.24","61.4","53.0","5900","5","0","16.40","0.00","19.0","24.7","32.1","37.6","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1268","2549","2509","3613","1522","2856","2623","3772","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-199.0","-204.1","-198.2","-198.3","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"89.300","3951","193.8","5905","100.00","0.00","0.00","0.00","1.80","-0.23","61.4","53.0","5905","5","0","16.39","0.12","19.0","26.0","30.8","35.6","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1424","2783","2653","3762","1428","2545","2443","3450","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-200.2","-204.7","-198.3","-198.5","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"89.400","3956","194.4","5911","100.00","0.00","0.00","0.00","1.42","-0.20","61.4","53.0","5911","5","0","16.39","0.21","24.7","30.5","36.1","40.5","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1675","2611","3024","3856","1275","1816","2054","2659","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-201.7","-205.3","-198.6","-198.6","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"89.500","3962","195.0","5933","100.00","0.00","0.00","0.00","0.95","-0.19","61.4","53.0","5933","5","0","16.39","0.02","21.9","26.5","38.1","41.1","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1701","2463","2713","3269","1067","1404","1207","1555","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-202.9","-205.5","-199.3","-199.4","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"89.600","3967","195.7","5941","100.00","0.00","0.00","0.00","0.90","-0.19","61.4","53.0","5941","5","0","16.39","0.33","24.2","28.7","36.5","39.0","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2008","2584","3481","3849","1018","1176","1237","1505","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-204.0","-206.5","-199.5","-199.8","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"89.700","3973","196.3","5970","100.00","0.00","0.00","0.00","0.74","-0.19","61.4","53.0","5970","5","0","16.39","0.12","26.0","27.3","39.0","41.4","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1968","2194","3034","3552","850","853","1041","1339","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-204.9","-206.9","-200.4","-200.7","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"89.800","3978","196.9","5985","100.00","0.00","0.00","0.00","0.69","-0.20","61.4","53.0","5985","5","0","16.38","0.15","23.9","25.3","37.4","39.2","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1917","2445","3024","3569","752","839","941","1238","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-205.7","-207.2","-200.8","-201.4","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"89.900","3984","197.6","5999","100.00","0.00","0.00","0.00","0.62","-0.18","61.4","53.0","5999","5","0","16.38","0.26","26.9","30.1","38.4","40.2","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2037","2519","3356","3666","708","754","846","1068","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-206.5","-208.1","-201.3","-201.8","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"90.000","3989","198.2","6025","100.00","0.00","0.00","0.00","0.50","-0.17","61.4","53.0","6025","5","0","16.38","-0.05","25.1","26.9","41.6","43.3","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1720","2022","2948","3247","609","625","652","852","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-207.1","-208.5","-202.2","-202.7","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"90.100","3995","198.9","6038","100.00","0.00","0.00","0.00","0.56","-0.20","61.4","53.0","6038","5","0","16.38","0.00","19.8","22.2","34.7","36.3","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1863","2334","2862","3180","686","745","705","914","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-207.5","-208.9","-202.6","-203.2","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"90.200","4000","199.5","6052","100.00","0.00","0.00","0.00","0.60","-0.16","61.4","53.0","6052","5","0","16.38","0.05","23.4","24.8","33.7","35.7","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1927","2177","2992","3462","700","695","821","1068","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-208.3","-209.7","-203.4","-203.3","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"90.300","4006","200.1","6075","100.00","0.00","0.00","0.00","0.54","-0.18","61.4","53.0","6075","5","0","16.37","-0.10","23.1","23.5","36.0","37.6","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1724","2058","2727","3204","616","641","735","975","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-208.9","-210.1","-204.2","-204.0","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"90.400","4011","200.7","6088","100.00","0.00","0.00","0.00","0.52","-0.19","61.4","53.0","6088","5","0","16.37","-0.04","20.0","23.7","33.3","34.7","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1705","2338","2937","3127","586","683","705","874","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-209.4","-210.7","-204.6","-204.5","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"90.500","4017","201.3","6103","100.00","0.00","0.00","0.00","0.46","-0.17","61.4","53.0","6103","5","0","16.37","-0.05","21.9","24.0","34.2","36.0","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1842","2004","2978","3230","560","523","643","818","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-210.0","-211.4","-205.2","-204.9","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"90.600","4023","201.9","6123","100.00","0.00","0.00","0.00","0.41","-0.17","61.4","53.0","6123","5","0","16.37","-0.08","20.4","20.1","33.0","34.3","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1953","2056","2760","3176","501","441","559","759","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-210.8","-211.7","-205.9","-205.6","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"90.700","4028","202.5","6133","100.00","0.00","0.00","0.00","0.36","-0.16","61.4","53.0","6133","5","0","16.37","0.16","23.0","25.1","32.3","33.5","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2050","2497","3250","3490","405","378","508","681","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-211.7","-212.5","-206.2","-205.9","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"90.800","4034","202.6","5212","0.00","0.00","0.00","0.00","0.22","0.16","61.4","53.0","5212","0","0","16.36","0.00","26.3","27.7","38.5","39.4","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1963","2126","3135","3200","298","229","270","411","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-212.4","-213.0","-206.1","-206.5","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"90.900","4039","203.1","5320","100.00","0.00","0.00","0.00","0.16","-0.17","61.4","53.0","5320","6","0","16.36","-0.11","20.8","21.7","36.2","36.7","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1886","2064","2899","2981","239","170","167","301","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-212.5","-213.0","-206.7","-207.2","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"91.000","4045","203.7","5325","100.00","0.00","0.00","0.00","0.16","-0.14","61.4","53.0","5325","6","0","16.36","0.17","22.8","23.5","32.8","33.4","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2271","2327","3347","3432","231","136","192","342","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-213.2","-213.6","-206.9","-207.4","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"91.100","4051","204.1","5345","100.00","0.00","0.00","0.00","0.12","-0.13","61.4","53.0","5345","6","0","16.36","0.06","27.4","26.2","38.1","38.6","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2113","2037","3228","3431","158","64","142","295","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-214.0","-214.2","-207.7","-208.2","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"91.200","4056","204.6","5360","100.00","0.00","0.00","0.00","0.07","-0.16","61.4","53.0","5360","6","0","16.36","-0.04","23.0","24.3","38.0","38.0","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1902","2216","3102","3080","116","36","44","176","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-214.4","-214.5","-208.3","-208.8","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"91.300","4062","205.2","5368","100.00","0.00","0.00","0.00","0.04","-0.14","61.4","53.0","5368","6","0","16.35","0.08","23.3","25.1","35.9","36.2","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2179","2198","3372","3250","121","25","-19","119","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-214.8","-215.2","-208.6","-209.1","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"91.400","4068","205.6","5384","100.00","0.00","0.00","0.00","0.05","-0.13","61.4","53.0","5384","6","0","16.35","0.01","25.2","23.2","37.2","37.5","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2201","1972","3106","3317","102","5","32","175","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-215.5","-215.6","-209.3","-209.6","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"91.500","4074","206.1","5394","100.00","0.00","0.00","0.00","0.04","-0.14","61.4","53.0","5394","6","0","16.35","0.09","24.0","24.1","36.1","35.9","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2139","2351","3266","3321","63","-33","20","161","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-216.1","-216.0","-209.6","-210.1","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"91.600","4079","206.6","5407","100.00","0.00","0.00","0.00","-0.05","-0.13","61.4","53.0","5407","6","0","16.35","0.14","27.0","28.6","39.0","39.1","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2181","2229","3563","3390","-24","-122","-127","20","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-216.7","-216.8","-210.1","-210.6","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"91.700","4085","207.0","5425","100.00","0.00","0.00","0.00","-0.13","-0.14","61.4","53.0","5425","6","0","16.35","-0.07","24.5","23.5","39.9","39.7","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2124","1901","3124","3079","-154","-223","-237","-104","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-217.2","-217.0","-210.9","-211.2","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"91.800","4091","207.5","5429","100.00","0.00","0.00","0.00","-0.23","-0.14","61.4","53.0","5429","6","0","16.34","0.15","23.4","22.6","35.2","34.6","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2410","2294","3441","3311","-253","-339","-397","-248","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-217.8","-217.3","-211.1","-211.4","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"91.900","4097","207.9","5443","100.00","0.00","0.00","0.00","-0.26","-0.11","61.4","53.0","5443","6","0","16.34","0.19","29.6","28.5","39.9","39.2","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2376","2134","3680","3527","-250","-319","-512","-350","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-218.6","-217.9","-211.7","-211.9","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"92.000","4102","208.4","5462","100.00","0.00","0.00","0.00","-0.21","-0.14","61.4","53.0","5462","6","0","16.34","-0.09","25.6","25.1","41.8","41.0","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2022","1994","3171","3026","-196","-279","-402","-259","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-218.8","-218.2","-212.3","-212.6","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"92.100","4108","208.9","5465","100.00","0.00","0.00","0.00","-0.20","-0.13","61.4","53.0","5465","6","0","16.34","0.11","23.1","23.8","36.5","36.0","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2344","2280","3479","3239","-182","-275","-384","-227","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-219.1","-218.8","-212.5","-212.7","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"92.200","4114","209.2","5477","100.00","0.00","0.00","0.00","-0.15","-0.11","61.4","53.0","5477","6","0","16.34","0.14","28.2","25.8","39.0","38.6","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2417","2042","3493","3532","-133","-204","-306","-162","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-219.8","-219.3","-213.0","-213.2","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"92.300","4120","209.7","5492","100.00","0.00","0.00","0.00","-0.10","-0.12","61.4","53.0","5492","6","0","16.33","0.03","25.9","25.1","39.8","39.1","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2149","2240","3273","3271","-87","-187","-220","-83","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-220.2","-219.7","-213.5","-213.8","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"92.400","4126","210.1","5498","100.00","0.00","0.00","0.00","-0.10","-0.11","61.4","53.0","5498","6","0","16.33","0.15","26.3","28.1","39.4","39.2","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2257","2340","3639","3392","-53","-156","-260","-105","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-220.4","-220.4","-213.7","-214.1","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"92.500","4132","210.5","5513","100.00","0.00","0.00","0.00","-0.06","-0.11","61.4","53.0","5513","6","0","16.33","0.00","26.3","25.0","40.8","40.8","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2237","1969","3280","3309","-18","-104","-176","-38","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-220.8","-220.7","-214.3","-214.7","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"92.600","4137","210.9","5519","100.00","0.00","0.00","0.00","-0.03","-0.12","61.4","53.0","5519","6","0","16.33","0.13","24.3","23.5","36.9","36.6","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2349","2381","3362","3418","-2","-105","-98","43","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-221.3","-221.0","-214.5","-214.9","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"92.700","4143","211.2","5529","100.00","0.00","0.00","0.00","-0.04","-0.09","61.4","53.0","5529","6","0","16.33","0.22","29.5","29.8","40.3","40.2","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2335","2325","3718","3654","8","-93","-139","14","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-221.8","-221.7","-214.9","-215.3","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"92.800","4149","211.6","5547","100.00","0.00","0.00","0.00","-0.03","-0.12","61.4","53.0","5547","6","0","16.32","-0.10","26.0","26.0","42.8","42.7","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1975","1993","3178","3152","12","-76","-123","11","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-222.0","-222.0","-215.6","-216.0","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"92.900","4155","212.1","5548","100.00","0.00","0.00","0.00","-0.02","-0.12","61.4","53.0","5548","6","0","16.32","0.08","22.5","23.4","36.3","36.3","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2294","2345","3386","3300","39","-63","-101","39","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-222.2","-222.3","-215.6","-216.1","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"93.000","4161","212.4","5558","100.00","0.00","0.00","0.00","0.00","-0.09","61.4","53.0","5558","6","0","16.32","0.10","27.9","26.3","38.6","38.7","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","2347","2102","3453","3570","31","-65","-65","82","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-222.9","-222.8","-216.1","-216.4","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
"93.100","4167","212.7","5572","100.00","0.00","0.00","0.00","0.00","-0.11","61.4","53.0","5572","6","0","16.32","-0.07","25.1","24.8","39.7","39.4","0.0","0.0","0.0","0.0","-273","-273","-273","-273","0.00","0.00","0.00","0.00","1999","2165","3156","3197","39","-54","-62","73","100.0","100.0","100.0","100.0","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-273.15","-223.2","-223.0","-216.5","-217.0","99.85","99.85","99.76","99.73","0.00","1","0.000","0.000","0.000","0.781","26.7","32.1","1","1"
